V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1.37232546313095,-2.71002861523953,-5.37773703236032,-2.90022240261466,8.9110775078278,-6.91920418529545,-4.90047611725155,-1.62705904087909,5.47689148529009,0.662137041989755
1.45075007894598,-3.23230850779369,0.622944111130452,-1.68797958892861,6.68606296030665,-4.31683882996202,-2.82711980842651,0.0188614296729893,3.20911072141656,7.15594073982354
1.70557366192731,-2.91419514859478,7.99838443408736,-2.63686574234434,6.7016697795818,0.501008205561541,-1.57695466275035,-3.28167200884061,-2.62862556258887,7.87604231417664
-2.66374370025527,-7.98210954845975,1.51887588812309,-5.03366299451482,7.28898408789793,-6.18866926821417,-4.65740182292528,0.983531335039546,2.67260781343018,4.09453533835767
-2.0034097684721,-3.98575418619013,-0.923304616686314,-1.20631908701338,7.58123568638075,-4.8039549368559,-3.71650444079786,5.16795748936686,0.853875440822841,5.9900707749326
-0.24117082256958,-1.69349320179905,2.37128147392513,-2.55518802298416,5.43214990235381,-0.411549798363585,-1.2665711120076,-2.05280826199139,-0.77449934355631,9.36123590981834
0.183428785300265,-3.17533440235188,3.39840204511813,-2.19570530441955,1.54002752577051,-3.90792008591982,-4.24322976894484,-2.52603029882716,2.58840813066923,11.0935850001329
2.41016705310577,-4.86285648034313,4.63084470751741,-7.02653014901513,0.453402230895813,4.19983352824516,-6.96751466605253,-9.95511829234774,8.23633938742986,9.03187138941883
3.44847276748214,-8.94505737784311,6.73121080590512,-6.30883913263396,2.05277531419411,3.51188100591476,-6.03568530303896,-9.45468947159447,2.18007660089285,6.90351780176725
2.93111812210154,-6.39307884239114,10.5224874077605,-1.86776147127879,0.663080605205594,1.86684611762328,-7.7191908910603,-11.2106491346037,1.94293746451051,6.23198156199322
2.33315888051445,-4.57265426102181,8.31555186976678,-8.17636612617511,0.817137778224356,5.23227386854894,-7.30698186038855,0.849586200203223,4.067187992705,4.06334626968078
5.62320209858097,-6.90677856504404,9.78740210818609,-8.58191075913457,2.07306328191443,5.08994990301128,-8.87843083818933,-9.20315332799396,4.28360381245314,7.84852562037506
1.76666203972064,-8.12053468352807,5.52669423102016,-7.58766685220929,1.53695302406646,5.23073140877998,-7.89387358503732,-11.9723913539363,7.66288976793337,6.60118994847191
7.29060520572992,-8.47148514751371,3.67617830827347,-11.2473274118192,3.00820348156714,-0.324566242138709,-6.01427638510979,-7.4894963168873,7.67046702977019,7.30621230521824
0.475495560738509,-3.28902202484099,10.1394295824261,-3.60730310001068,3.02803583552315,2.09250276685264,-6.1678472410438,-10.3756693724429,3.02031881480025,7.12732290980792
5.66145442374664,-5.02955210760653,5.57263949428144,-10.3961413990932,4.99492060294605,2.86456776051209,-9.83483132782637,-5.07493000370108,0.17420551472525,10.818112427244
6.98712261678421,-2.55572109882162,2.67790783629872,-6.60925035510193,0.249293171034388,0.271276324093218,-6.5626225665776,-12.9899083913579,6.40023448748557,10.7735835171077
4.11120361986937,-2.39493736336679,14.1483445021998,-4.22432252713066,7.15026473913904,2.16936662647005,-3.25436066488196,-12.0013836476833,5.2231879709036,4.50524279559454
2.73226375575496,-9.59146443393413,5.65386346310874,-15.4694498652235,1.63877720142258,3.76337563444245,-7.91102457473683,-9.23741594996885,5.84017844454872,4.07305395551669
6.32803594870905,-9.39177829755279,8.75511705121131,-11.6959175868592,5.81050559719798,3.5306644866641,-10.1801383583877,-11.2733950480378,3.1703844163834,7.46101559033294
2.3116787957215,-7.2457553317442,7.87422042908411,-5.83990164814918,7.39137725687829,3.38599789867079,-9.52219470962367,-8.43480753532938,5.74580356990034,7.96041005442892
-2.43024014334008,-2.90358905551927,13.4963823423859,-9.29136308262356,6.07487048847467,2.27840801179897,-7.88810771165369,-3.26890665708146,5.52786794645982,7.80809924017989
