attack_name,day,keywords,comment
CommonThreat--PhishingE-mailLink,20180410,"www.nasa.ng,62.83.155.175",connection
CommonThreat--PhishingE-mailLink,20180410,"www.foo1.com,208.75.117.3",connection
CommonThreat--PhishingE-mailLink,20180410,"bob,everyone",final_report
CommonThreat--PhishingE-mailLink,20180410,"208.75.117.2",final_report
CommonThreat--PhishingE-mailExecutable,20180413,"103.12.253.24,128.55.12.167","addresses"
CommonThreat--PhishingE-mailExecutable,20180413,"207.103.191.4,128.55.12.167","addresses"
CommonThreat--PhishingE-mailExecutable,20180413,"tcexec,tcexfil",file
CommonThreat--PhishingE-mailExecutable,20180413,"tcexec,thunderbird",final_report
CommonThreat--PhishingE-mailExecutablePine,20180413,"162.66.239.75,128.55.12.167","addresses"
CommonThreat--PhishingE-mailExecutablePine,20180413,"tcexec",file
CommonThreat--PhishingE-mailExecutablePine,20180413,"tcexfil",file
CommonThreat--PhishingE-mailExecutablePine,20180413,"uname",final_report
CommonThreat--PhishingE-mailExecutablePine,20180413,"128.55.12.55,128.55.12.166",final_report
CommonThreat--PhishingE-mailExecutablePine,20180413,"128.55.12.141,128.55.12.103",final_report
CommonThreat--PhishingE-mailExecutablePine,20180413,"128.55.12.110,128.55.12.67",final_report
CommonThreat--PhishingE-mailExecutablePine,20180413,"128.55.12.1",final_report
CommonThreat--PhishingE-mailExecutablePine,20180413,"103.12.253.24,207.103.191.4",final_report
NationState--FirefoxDrakon,20180410,"putfile,drakon.linux.x64_180.156.107.146,/home/admin/cache","file"
NationState--FirefoxDrakon,20180410,"putfile,libdrakon.linux.x64.so_5.214.163.155,xtmp","file"
NationState--FirefoxDrakon,20180410,"/dev/glx_alsa_675,/home/admin/cache","final_report"
NationState--FirefoxDrakon,20180410,"www.allstate.com,145.199.103.57","connection"
NationState--FirefoxDrakon,20180410,"61.130.69.232","connection"
NationState--FirefoxDrakon,20180410,"2.233.33.53","connection"
NationState--FirefoxDrakon,20180410,"180.156.107.146","connection"
NationState--FirefoxDrakon,20180410,"145.199.103.57",final_report
NationState--FirefoxDrakon,20180410,"2.233.33.52:80",final_report
NationState--FirefoxDrakon,20180410,"chmod,/home/admin/cache",final_report
NationState--FirefoxDrakon,20180410,"cmd_exec,cache,/dev/glx_alsa_675",final_report
NationState--FirefoxDrakon,20180410,"/dev/glx_alsa_675,call_usermodehelper,/home/admin/cache,su",final_report
NationState--FirefoxDrakon,20180410,"180.156.107.146:80",final_report
NationState--FirefoxDrakon,20180410,"chmod,/var/log/xtmp",final_report
NationState--FirefoxDrakon,20180410,"firefox,/etc/passwd,/etc/group,/proc/<PID>/stat",final_report
NationState--FirefoxBrowserExtensionDrakon,20180413,"allstate.com","event_log"
NationState--FirefoxBrowserExtensionDrakon,20180413,"ps","event_log"
NationState--FirefoxBrowserExtensionDrakon,20180413,"execfile","event_log"
NationState--FirefoxBrowserExtensionDrakon,20180413,"rm,/tmp/ztmp","event_log"
NationState--FirefoxBrowserExtensionDrakon,20180413,"netrecon,8064","event_log"
NationState--FirefoxBrowserExtensionDrakon,20180413,"145.199.103.57,128.55.12.167:8010,webserver","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"61.130.69.232,128.55.12.167:8011,shellcode_server","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"2.233.33.52,128.55.12.167:8012,loaderDrakon.linux.x64","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"180.156.107.146,128.55.12.167:8013,drakon.linux.x64","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"5.214.163.155,128.55.12.167:8014,libdrakon.linux.x64.so","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"45.26.25.240,128.55.12.167:8015,netrecon","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"161.116.88.72,128.55.12.167:8016,drakon.linux.x64","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"146.153.68.151,128.55.12.167:8017,loaderDrakon.linux.x64","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"104.228.117.212,128.55.12.167:8018,webserver","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"141.43.176.203,128.55.12.167:8019,shellcode_server","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"149.52.198.23,128.55.12.167:8060","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"162.66.239.75,128.55.12.167:8061","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"17.146.0.252,128.55.12.167:8064,netrecon","addresses"
NationState--FirefoxBrowserExtensionDrakon,20180413,"/etc/firefox/native-messaging-hosts/pass_mgr"
NationState--FirefoxBrowserExtensionDrakon,20180413,"/etc/firefox/native-messaging-hosts/gtcache,su"
NationState--FirefoxBrowserExtensionDrakon,20180413,"gtcache,146.153.68.151"
NationState--FirefoxBrowserExtensionDrakon,20180413,"/etc/passwd,/etc/group"
NationState--FirefoxBrowserExtensionDrakon,20180413,"chmod,/tmp/ztmp,execfile"
NationState--FirefoxBrowserExtensionDrakon,20180413,"162.66.239.75:80,uname"
NationState--FirefoxBrowserExtensionDrakon,20180413,"128.55.12.54,128.55.12.67,128.55.12.141"
NationState--FirefoxBrowserExtensionDrakon,20180413,"128.55.12.103,128.55.12.110,128.55.12.55"
NationState--FirefoxBrowserExtensionDrakon,20180413,"128.55.12.10,128.55.12.1"
